_id,FIR_NUM,FIR_REG_NUM,PS,RANGE_NAME,LONGITUDE,ZONE_NAME,DISTRICT,ACT_SECTION,LATITUDE,date,REG_MONTH,REG_YEAR,REG_D_W
ObjectId(5c7dd20e9164b2149b52fe7d),303/2018,31949017180303,SHIVRATANGANJ,AYODHYA,26.53542-N,LUCKNOW,AMETHI,"["" IPC 1860-452"","" IPC 1860-354-B"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-323""]",81.048776-E,2018-11-24T19:53:41.000Z,11,2018,7
ObjectId(5c7dd2159164b2149b5448cb),21/2017,31622032170021,MAHILA THANA,ALIGARH,77.7391,AGRA,ALIGARH,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" DOWRY PROHIBITION ACT-1961-3"","" DOWRY PROHIBITION ACT-1961-4"","" IPC 1860-494""]",27.9755,2017-04-05T13:00:00.000Z,4,2017,4
ObjectId(5c7dd2049164b2149b50f9bf),841/2018,31897003180841,DANKAUR,MEERUT,-,MEERUT,GAUTAM BUDH NAGAR,"["" THE U.P. EXCISE ACT-60""]",-,2018-10-07T17:56:00.000Z,10,2018,1
ObjectId(5c7dd24b9164b2149b5f34b4),295/2016,31657021160295,KOTWALI,AGRA,---,AGRA,MATHURA,"["" IPC 1860-379"","" IPC 1860-411""]",---,2016-03-17T12:20:00.000Z,3,2016,5
ObjectId(5c7dd2199164b2149b552324),71/2017,31623070170071,BAHARIA,PRAYAGRAJ,---,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-419"","" IPC 1860-420"","" DRUGS AND COSMETICS ACT"","" 1940-18(a)(i)"","" DRUGS AND COSMETICS ACT"","" 1940-27"","" DRUGS AND COSMETICS ACT"","" 1940-18A"","" DRUGS AND COSMETICS ACT"","" 1940-28""]",---,2017-02-15T17:00:00.000Z,2,2017,4
ObjectId(5c7dd23b9164b2149b5bffb5),831/2017,31651045170831,SARAI KHWAJA,VARANASI,---,VARANASI,JAUNPUR,"["" ARMS ACT"","" 1959-3"","" ARMS ACT"","" 1959-25""]",---,2017-07-21T23:30:00.000Z,7,2017,6
ObjectId(5c7dd2249164b2149b575b9f),250/2018,31632016180250,KIRATPUR,MORADABAD,-,BAREILLY,BIJNOR,"["" IPC 1860-147"","" IPC 1860-148"","" IPC 1860-332"","" IPC 1860-353"","" THE CRIMINAL LAW (AMENDMENT) ACT 1932-7""]",-,2018-08-28T23:19:32.000Z,8,2018,3
ObjectId(5c7dd1f09164b2149b4cfeea),159/2017,31681002170159,TRONICA CITY,MEERUT,77.2806,MEERUT,GHAZIABAD,"["" IPC 1860-379""]",28.7693,2017-02-19T15:10:00.000Z,2,2017,1
ObjectId(5c7dd2469164b2149b5e33df),47/2018,31655033180047,KRISHNANAGAR,LUCKNOW,-,LUCKNOW,LUCKNOW,"["" IPC 1860-323"","" IPC 1860-498-A"","" IPC 1860-504"","" IPC 1860-506"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4"","" IPC 1860-354"","" IPC 1860-354-A"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-9"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-10""]",-,2018-01-31T19:13:00.000Z,1,2018,4
ObjectId(5c7dd1e29164b2149b4a36a4),88/2018,31669027180088,KUTUBSHER,SAHARANPUR,-,MEERUT,SAHARANPUR,"["" ARMS ACT"","" 1959-25""]",-,2018-02-26T09:25:11.000Z,2,2018,2
ObjectId(5c7dd2259164b2149b577bd6),349/2017,31632025170349,NAJIBABAD,MORADABAD,,BAREILLY,BIJNOR,"["" THE UTTAR PRADESH GANGSTERS AND ANTI-SOCIAL ACTIVITIES (PREVENTION) ACT"",""1986-2/3"","" THE UTTAR PRADESH GANGSTERS AND ANTI-SOCIAL ACTIVITIES (PREVENTION) ACT"",""1986-2/3""]",,2017-05-14T00:30:00.000Z,5,2017,1
ObjectId(5c7dd2029164b2149b5073a5),235/2018,31894009180235,HASANPUR,MORADABAD,78.346553-l,BAREILLY,JYOTIBAPHULLEYNAGAR,"["" IPC 1860-302"","" IPC 1860-201"","" IPC 1860-377"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-3"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-4""]",28.779482-l,2018-03-22T00:10:00.000Z,3,2018,5
ObjectId(5c7dd24a9164b2149b5ef861),355/2018,31656062180355,BICHHWA,AGRA,-,AGRA,MAINPURI,"["" THE U.P. EXCISE ACT-60""]",-,2018-12-18T13:38:00.000Z,12,2018,3
ObjectId(5c7dd2119164b2149b53ab2c),228/2017,31621051170228,SIKANDARA,AGRA,,AGRA,AGRA,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-304-A""]",,2017-02-14T16:15:00.000Z,2,2017,3
ObjectId(5c7dd2259164b2149b577aa6),901/2016,31632025160901,NAJIBABAD,MORADABAD,78.3529,BAREILLY,BIJNOR,"["" IPC 1860-380""]",29.6159,2016-11-05T22:30:00.000Z,11,2016,7
ObjectId(5c7dd22a9164b2149b588a25),84/2018,31638015180084,BHALUANI,GORAKHPUR,-,GORAKHPUR,DEORIA,"["" THE U.P. EXCISE ACT-60""]",-,2018-05-25T19:30:00.000Z,5,2018,6
ObjectId(5c7dd21a9164b2149b556c13),324/2017,31625036170324,PHOOL PUR,AZAMGARH,---,VARANASI,AZAMGARH,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-325""]",---,2017-10-03T12:30:00.000Z,10,2017,3
ObjectId(5c7dd1ea9164b2149b4bda43),612/2016,31676012160612,CANTT,VARANASI,82.993,VARANASI,VARANASI,"["" IPC 1860-376"","" IPC 1860-506"","" IPC 1860-354"","" IPC 1860-354-B""]",25.3597,2016-07-24T08:40:00.000Z,7,2016,1
ObjectId(5c7dd2379164b2149b5b347b),378/2016,31648052160378,SUMERPUR,CHITRAKOOT,80.1977,PRAYAGRAJ,HAMIRPUR,"["" IPC 1860-379"","" IPC 1860-411""]",25.8355,2016-07-21T15:30:00.000Z,7,2016,5
ObjectId(5c7dd22e9164b2149b595e6c),120/2018,31641021180120,INAYATNAGAR,AYODHYA,-,LUCKNOW,AYODHYA,"["" IPC 1860-427"","" IPC 1860-435""]",-,2018-03-28T17:10:00.000Z,3,2018,4
ObjectId(5c7dd1fd9164b2149b4f9e39),528/2016,31825009160528,GUNNOUR,MORADABAD,---,BAREILLY,SAMBHAL,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-324""]",---,2016-09-14T17:55:00.000Z,9,2016,4
ObjectId(5c7dd20a9164b2149b5216c2),426/2018,31901062180426,RAMALA,MEERUT,-,MEERUT,BAGHPAT,"["" THE ELECTRICITY ACT"","" 2003-138""]",-,2018-08-22T11:49:45.000Z,8,2018,4
ObjectId(5c7dd21d9164b2149b55f484),752/2017,31627038170752,SAHATWAR,AZAMGARH,84.3367,VARANASI,BALLIA,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-504"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4"","" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-504"","" DOWRY PROHIBITION ACT"","" 1961-3"","" DOWRY PROHIBITION ACT"","" 1961-4""]",25.87,2017-07-29T11:00:00.000Z,7,2017,7
ObjectId(5c7dd2229164b2149b570d8d),1002/2016,31631008161002,CHHAWANI,BASTI,82.1748,GORAKHPUR,BASTI,"["" IPC 1860-279"","" IPC 1860-304-A""]",26.4811,2016-10-26T09:20:00.000Z,10,2016,4
ObjectId(5c7dd2189164b2149b55047f),260/2016,31623056160260,SARAI INAYAT,PRAYAGRAJ,82.0255,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-457"","" IPC 1860-380""]",25.4153,2016-07-14T14:50:00.000Z,7,2016,5
ObjectId(5c7dd1e49164b2149b4a8944),20/2018,31670015180020,KHUDAGANJ,BAREILLY,79.69413-E,BAREILLY,SHAHJAHANPUR,"["" IPC 1860-323"","" IPC 1860-506"","" IPC 1860-498-A"","" DOWRY PROHIBITION ACT-1961-3"","" DOWRY PROHIBITION ACT-1961-4""]",28.14936-N,2018-01-19T19:30:00.000Z,1,2018,6
ObjectId(5c7dd1f19164b2149b4d377c),7753/2017,31681037177753,INDRAPURAM,MEERUT,---,MEERUT,GHAZIABAD,"["" IPC 1860-379""]",---,2017-06-22T16:19:58.000Z,6,2017,5
ObjectId(5c7dd21e9164b2149b56387b),211/2016,31629012160211,HAIDER GARH,AYODHYA,81.365,LUCKNOW,BARABANKI,"["" IPC 1860-323"","" IPC 1860-302"","" IPC 1860-498-A""]",26.604,2016-08-12T02:40:00.000Z,8,2016,6
ObjectId(5c7dd1e49164b2149b4aa20c),338/2017,31670025170338,NIGOHI,BAREILLY,-,BAREILLY,SHAHJAHANPUR,"["" IPC 1860-406""]",-,2017-03-16T14:50:00.000Z,3,2017,5
ObjectId(5c7dd23d9164b2149b5c48ce),607/2017,31652051170607,NAWABAD,JHANSI,---,KANPUR,JHANSI,"["" U.P PUBLIC GAMBLING ACT 1867-13""]",---,2017-10-09T20:10:00.000Z,10,2017,2
ObjectId(5c7dd23e9164b2149b5c88b6),77/2018,31653009180077,BILHAUR,KANPUR,,KANPUR,KANPUR CITY,"["" IPC 1860-379""]",,2018-02-20T17:07:19.000Z,2,2018,3
ObjectId(5c7dd22f9164b2149b598292),342/2017,31641041170342,PATRANGA,AYODHYA,-,LUCKNOW,AYODHYA,"["" THE ELECTRICITY ACT"","" 2003-135(1)(e)""]",-,2017-12-28T21:40:29.000Z,12,2017,5
ObjectId(5c7dd2279164b2149b57d09e),173/2018,31633022180173,MUJARIYA,BAREILLY,,BAREILLY,BADAUN,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-324""]",,2018-12-18T15:10:00.000Z,12,2018,3
ObjectId(5c7dd2199164b2149b553a26),230/2018,31625001180230,AHRAULA,AZAMGARH,,VARANASI,AZAMGARH,"["" THE UTTAR PRADESH GANGSTERS AND ANTI-SOCIAL ACTIVITIES (PREVENTION) ACT"",""1986-3(1)""]",,2018-12-12T20:30:00.000Z,12,2018,4
ObjectId(5c7dd21e9164b2149b561aaf),121/2016,31628024160121,KOTWALI DEHAT,CHITRAKOOT,---,PRAYAGRAJ,BANDA,"["" IPC 1860-325"","" IPC 1860-323"","" IPC 1860-504""]",---,2016-01-25T16:10:00.000Z,1,2016,2
ObjectId(5c7dd2489164b2149b5e9129),1037/2017,31655061171037,THAKURGANJ,LUCKNOW,8090331-N,LUCKNOW,LUCKNOW,"["" IPC 1860-457"","" IPC 1860-380"","" IPC 1860-511""]",2687041-S,2017-10-12T14:15:00.000Z,10,2017,5
ObjectId(5c7dd2439164b2149b5dbdf1),384/2016,31655011160384,CHOWK,LUCKNOW,---,LUCKNOW,LUCKNOW,"["" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",---,2016-08-10T15:10:00.000Z,8,2016,4
ObjectId(5c7dd2039164b2149b50c56f),7/2016,31896007160007,DHINA,VARANASI,83.3066,VARANASI,CHANDAULI,"["" IPC 1860-392""]",25.2373,2016-02-13T07:15:00.000Z,2,2016,7
ObjectId(5c7dd24b9164b2149b5f279f),701/2018,31657019180701,HIGHWAY,AGRA,77.64440-E,AGRA,MATHURA,"["" THE ELECTRICITY ACT"","" 2003-135""]",27.498251-N,2018-05-30T14:34:07.000Z,5,2018,4
ObjectId(5c7dd2539164b2149b60bdaf),378/2016,31660033160378,MAJHOLA,MORADABAD,---,BAREILLY,MORADABAD,"["" IPC 1860-147"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",---,2016-04-25T12:15:00.000Z,4,2016,2
ObjectId(5c7dd2129164b2149b53b9ce),668/2017,31621052170668,TAJGANJ,AGRA,78.0104,AGRA,AGRA,"["" IPC 1860-342"","" IPC 1860-354-D"","" IPC 1860-506"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-11"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-12""]",27.075,2017-07-06T13:10:00.000Z,7,2017,5
ObjectId(5c7dd21a9164b2149b5564c4),240/2018,31625032180240,MUBARKPUR,AZAMGARH,83.296070-क,VARANASI,AZAMGARH,"["" THE ELECTRICITY ACT"","" 2003-135""]",26.081151-क,2018-08-07T14:16:00.000Z,8,2018,3
ObjectId(5c7dd2269164b2149b57ad9b),174/2016,31633005160174,BISAULI,BAREILLY,---,BAREILLY,BADAUN,"["" ARMS ACT"","" 1959-3"","" ARMS ACT"","" 1959-25""]",---,2016-03-16T00:15:00.000Z,3,2016,4
ObjectId(5c7dd2429164b2149b5d86ac),218/2018,31655002180218,AMINABAD,LUCKNOW,26.84464-E,LUCKNOW,LUCKNOW,"["" IPC 1860-379""]",80.92536-W,2018-10-01T16:46:00.000Z,10,2018,2
ObjectId(5c7dd2559164b2149b6110a0),406/2018,31661008180406,CHHAPAR,SAHARANPUR,-,MEERUT,MUZAFFAR NAGAR,"["" THE ELECTRICITY ACT"","" 2003-135""]",-,2018-11-30T10:50:00.000Z,11,2018,6
ObjectId(5c7dd2129164b2149b53b86d),312/2017,31621052170312,TAJGANJ,AGRA,78.0432,AGRA,AGRA,"["" IPC 1860-279"","" IPC 1860-337"","" IPC 1860-338""]",27.1357,2017-03-29T18:35:00.000Z,3,2017,4
ObjectId(5c7dd2189164b2149b551093),332/2018,31623058180332,SHANKERGARH,PRAYAGRAJ,,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-363""]",,2018-10-29T17:35:00.000Z,10,2018,2
ObjectId(5c7dd2099164b2149b51d4d3),720/2016,31899010160720,SADABAD KOTWALI,ALIGARH,---,AGRA,HATHRAS,"["" THE U.P. EXCISE ACT-60""]",---,2016-09-21T19:45:00.000Z,9,2016,4
ObjectId(5c7dd20f9164b2149b5330f4),466/2018,31621013180466,FATEHPUR SIKRI,AGRA,-,AGRA,AGRA,"["" IPC 1860-452"","" IPC 1860-354-A"","" IPC 1860-323"","" IPC 1860-506""]",-,2018-07-21T18:51:00.000Z,7,2018,7
ObjectId(5c7dd1fc9164b2149b4f4fb2),318/2017,31690002170318,AKBARPUR,AYODHYA,---,LUCKNOW,AMBEDKAR NAGAR,"["" IPC 1860-498-A"","" IPC 1860-323"","" IPC 1860-352"","" IPC 1860-506""]",---,2017-06-18T15:30:00.000Z,6,2017,1
ObjectId(5c7dd24d9164b2149b5f91e4),197/2017,31658016170197,CIVIL LINES,MEERUT,77.7165,MEERUT,MEERUT,"["" IPC 1860-379""]",28.9883,2017-05-05T20:15:00.000Z,5,2017,6
ObjectId(5c7dd2229164b2149b570a9c),951/2016,31630091160951,GRP BAREILLY JUNCTION,BAREILLY,,BAREILLY,BAREILLY,"["" ARMS ACT"","" 1959-4"","" ARMS ACT"","" 1959-25""]",,2016-06-09T07:30:00.000Z,6,2016,5
ObjectId(5c7dd2359164b2149b5ac916),609/2016,31647023160609,GULRIHA,GORAKHPUR,-,GORAKHPUR,GORAKHPUR,"["" IPC 1860-363""]",-,2016-10-18T19:10:00.000Z,10,2016,3
ObjectId(5c7dd1e69164b2149b4af496),522/2018,31671017180522,KOTWALI,LUCKNOW,-,LUCKNOW,SITAPUR,"["" THE U.P. EXCISE ACT-60""]",-,2018-07-06T23:50:00.000Z,7,2018,6
ObjectId(5c7dd2499164b2149b5ed2a6),632/2018,31656028180632,KARHAL,AGRA,78.20983-E,AGRA,MAINPURI,"["" ARMS ACT"","" 1959-30""]",27.98461-N,2018-09-11T12:37:00.000Z,9,2018,3
ObjectId(5c7dd2229164b2149b570560),247/2016,31630060160247,SHERGARH,BAREILLY,---,BAREILLY,BAREILLY,"["" THE ELECTRICITY ACT"","" 2003-138""]",---,2016-10-15T15:35:00.000Z,10,2016,7
ObjectId(5c7dd20f9164b2149b5346fc),454/2018,31621021180454,JAGDISHPURA,AGRA,-,AGRA,AGRA,"["" IPC 1860-279"","" IPC 1860-304-A""]",-,2018-04-16T09:07:00.000Z,4,2018,2
ObjectId(5c7dd2419164b2149b5d449e),768/2017,31654022170768,KOTWALI SADAR,LUCKNOW,---,LUCKNOW,KHERI,"["" IPC 1860-379""]",---,2017-05-27T19:35:00.000Z,5,2017,7
ObjectId(5c7dd1f39164b2149b4d94f6),304/2018,31681054180304,NIWARI,MEERUT,,MEERUT,GHAZIABAD,"["" IPC 1860-365""]",,2018-08-30T22:28:02.000Z,8,2018,5
ObjectId(5c7dd2279164b2149b57cfab),177/2017,31633022170177,MUJARIYA,BAREILLY,78.894,BAREILLY,BADAUN,"["" IPC 1860-382"","" IPC 1860-457""]",28.1004,2017-05-29T08:30:00.000Z,5,2017,2
ObjectId(5c7dd2369164b2149b5ae3f8),643/2017,31647032170643,KHORABAR,GORAKHPUR,83.3944,GORAKHPUR,GORAKHPUR,"["" IPC 1860-457"","" IPC 1860-380""]",26.7148,2017-08-08T14:00:00.000Z,8,2017,3
ObjectId(5c7dd1ef9164b2149b4cc3ec),387/2018,31679070180387,TUNDLA,AGRA,27.2122452-n,AGRA,FIROZABAD,"["" THE U.P. EXCISE ACT-60""]",78.2321254-e,2018-07-31T13:45:00.000Z,7,2018,3
ObjectId(5c7dd2149164b2149b543207),374/2016,31622028160374,QUARSI,ALIGARH,---,AGRA,ALIGARH,"["" IPC 1860-379""]",---,2016-05-08T12:30:00.000Z,5,2016,1
ObjectId(5c7dd1eb9164b2149b4bedd1),141/2016,31676016160141,CHETGANJ,VARANASI,83.0001,VARANASI,VARANASI,"["" IPC 1860-381"","" IPC 1860-411""]",25.3251,2016-06-29T20:30:00.000Z,6,2016,4
ObjectId(5c7dd21b9164b2149b558f0e),1039/2016,31626017161039,JARWAL ROAD,DEVIPATAN,,GORAKHPUR,BAHRAICH,"["" FOREST (CONSERVATION) ACT"","" 1980-4""]",,2016-06-28T19:00:00.000Z,6,2016,3
ObjectId(5c7dd1dc9164b2149b48ce63),278/2016,31663005160278,BAGHRAI,PRAYAGRAJ,---,PRAYAGRAJ,PRATAPGARH,"["" IPC 1860-363"","" IPC 1860-366"","" IPC 1860-506"","" IPC 1860-376"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-3"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-4""]",---,2016-10-30T08:30:00.000Z,10,2016,1
ObjectId(5c7dd2389164b2149b5b5bce),803/2018,31649020180803,KOTWALI CITY,LUCKNOW,-,LUCKNOW,HARDOI,"["" IPC 1860-147"","" IPC 1860-324"","" IPC 1860-323"","" IPC 1860-504"","" Scheduled Castes and Scheduled Tribes (Prevention of Atrocities) Act"","" 1989 (Amendment 2015)-3(1)(s)""]",-,2018-12-01T19:30:00.000Z,12,2018,7
ObjectId(5c7dd23a9164b2149b5be103),85/2018,31651025180085,KHUTHAN,VARANASI,-,VARANASI,JAUNPUR,"["" IPC 1860-147"","" IPC 1860-148"","" IPC 1860-336"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-427"","" IPC 1860-324""]",-,2018-05-24T22:20:00.000Z,5,2018,5
ObjectId(5c7dd2469164b2149b5e57b5),106/2016,31655041160106,MOHANLALGANJ,LUCKNOW,80.9994,LUCKNOW,LUCKNOW,"["" IPC 1860-279"","" IPC 1860-304-A""]",26.6946,2016-02-27T11:30:00.000Z,2,2016,7
ObjectId(5c7dd2239164b2149b573979),876/2016,31631056160876,DUBAULIA,BASTI,82.4466,GORAKHPUR,BASTI,"["" IPC 1860-302"","" IPC 1860-201""]",26.6617,2016-10-27T15:15:00.000Z,10,2016,5
ObjectId(5c7dd24a9164b2149b5f0d2a),721/2018,31657015180721,FARAH,AGRA,77.689631-e,AGRA,MATHURA,"["" IPC 1860-452"","" IPC 1860-307"","" IPC 1860-436"","" IPC 1860-427""]",27.258492-n,2018-10-08T03:34:00.000Z,10,2018,2
ObjectId(5c7dd21d9164b2149b55f805),825/2017,31627039170825,SIKANDERPUR,AZAMGARH,-,VARANASI,BALLIA,"["" IPC 1860-379""]",-,2017-11-23T19:00:00.000Z,11,2017,5
ObjectId(5c7dd2059164b2149b51098e),162/2017,31897008170162,KASNA,MEERUT,77.513,MEERUT,GAUTAM BUDH NAGAR,"["" IPC 1860-379""]",28.4724,2017-02-27T21:10:00.000Z,2,2017,2
ObjectId(5c7dd2239164b2149b5744e2),212/2018,31632003180212,BARHAPUR,MORADABAD,-,BAREILLY,BIJNOR,"["" IPC 1860-363"","" IPC 1860-366"","" IPC 1860-376"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-3"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-4""]",-,2018-09-24T12:02:00.000Z,9,2018,2
ObjectId(5c7dd2169164b2149b54a599),33/2016,31623018160033,HANDIA,PRAYAGRAJ,---,PRAYAGRAJ,PRAYAGRAJ,"["" IPC 1860-447"","" IPC 1860-504"","" IPC 1860-506""]",---,2016-01-20T21:20:00.000Z,1,2016,4
ObjectId(5c7dd1ee9164b2149b4c8d72),425/2017,31679052170425,NARKHI,AGRA,,AGRA,FIROZABAD,"["" THE ELECTRICITY ACT"","" 2003-135""]",,2017-04-27T18:10:00.000Z,4,2017,5
ObjectId(5c7dd2329164b2149b5a18bd),162/2018,31644005180162,BIRNO,VARANASI,-,VARANASI,GHAZIPUR,"["" IPC 1860-325"","" IPC 1860-323"","" IPC 1860-504""]",-,2018-11-27T21:10:00.000Z,11,2018,3
ObjectId(5c7dd2139164b2149b53ec68),391/2018,31622009180391,CIVIL LINES,ALIGARH,78.06732-e,AGRA,ALIGARH,"["" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-427""]",27.90665-n,2018-06-01T21:53:00.000Z,6,2018,6
ObjectId(5c7dd2069164b2149b514d35),43/2016,31897013160043,NOIDA SECTOR-58,MEERUT,77.3545,MEERUT,GAUTAM BUDH NAGAR,"["" IPC 1860-379""]",28.6016,2016-01-13T15:40:00.000Z,1,2016,4
ObjectId(5c7dd2549164b2149b60d900),51/2016,31660037160051,MUNDHA PANDAY,MORADABAD,78.9004,BAREILLY,MORADABAD,"["" IPC 1860-392"","" IPC 1860-411""]",28.886,2016-02-09T22:30:00.000Z,2,2016,3
ObjectId(5c7dd2289164b2149b58062d),43/2018,31634009180043,CHATARI,MEERUT,28.10347-E,MEERUT,BULANDSHAHAR,"["" THE ELECTRICITY ACT"","" 2003-138""]",78.11355-N,2018-02-19T17:58:00.000Z,2,2018,2
ObjectId(5c7dd2439164b2149b5dbf53),136/2017,31655011170136,CHOWK,LUCKNOW,,LUCKNOW,LUCKNOW,"["" IPC 1860-379""]",,2017-03-26T13:55:00.000Z,3,2017,1
ObjectId(5c7dd2389164b2149b5b521f),81/2018,31649015180081,HARPALPUR,LUCKNOW,-,LUCKNOW,HARDOI,"["" IPC 1860-324"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",-,2018-03-26T19:28:00.000Z,3,2018,2
ObjectId(5c7dd1f89164b2149b4eaafd),35/2016,31686047160035,NICHLAUL,GORAKHPUR,---,GORAKHPUR,MAHRAJGANJ,"["" THE U.P. EXCISE ACT-60""]",---,2016-01-24T12:45:00.000Z,1,2016,1
ObjectId(5c7dd22b9164b2149b58bfcc),132/2017,31639008170132,BAGWALA,ALIGARH,78.8787,AGRA,ETAH,"["" IPC 1860-379""]",27.5514,2017-02-24T18:30:00.000Z,2,2017,6
ObjectId(5c7dd22d9164b2149b59335c),689/2018,31640035180689,KOTWALI,KANPUR,79.03267-E,KANPUR,ETAWAH,"["" THE ELECTRICITY ACT"","" 2003-135""]",26.76483-N,2018-11-02T22:40:00.000Z,11,2018,6
ObjectId(5c7dd1f89164b2149b4ec2fb),73/2018,31686067180073,SONAULI,GORAKHPUR,-,GORAKHPUR,MAHRAJGANJ,"["" IPC 1860-341"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506""]",-,2018-04-25T14:49:22.000Z,4,2018,4
ObjectId(5c7dd2089164b2149b51cc2a),760/2016,31899009160760,SIKANDRARAU,ALIGARH,78.3859,AGRA,HATHRAS,"["" IPC 1860-379"","" IPC 1860-411""]",27.6839,2016-11-14T18:30:00.000Z,11,2016,2
ObjectId(5c7dd2059164b2149b513081),336/2018,31897010180336,NOIDA SECTOR-24,MEERUT,,MEERUT,GAUTAM BUDH NAGAR,"["" IPC 1860-379""]",,2018-05-14T17:40:16.000Z,5,2018,2
ObjectId(5c7dd24c9164b2149b5f7baa),315/2017,31657067170315,MAHAVAN,AGRA,-,AGRA,MATHURA,"["" IPC 1860-354"","" IPC 1860-323"","" IPC 1860-324"","" IPC 1860-504"","" IPC 1860-506"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-7"","" THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT"","" 2012-8"","" IPC 1860-376-D"","" IPC 1860-325""]",-,2017-11-11T17:05:00.000Z,11,2017,7
ObjectId(5c7dd2359164b2149b5ace87),622/2018,31647023180622,GULRIHA,GORAKHPUR,,GORAKHPUR,GORAKHPUR,"["" IPC 1860-379""]",,2018-08-26T09:53:51.000Z,8,2018,1
ObjectId(5c7dd2389164b2149b5b6d07),109/2017,31649026170109,MALLAWAN,LUCKNOW,80.151,LUCKNOW,HARDOI,"["" IPC 1860-279"","" IPC 1860-304-A"","" IPC 1860-427""]",27.0383,2017-04-22T15:20:00.000Z,4,2017,7
ObjectId(5c7dd20b9164b2149b5248dc),889/2017,31905022170889,KOTWALI GURSAHAIGANJ,KANPUR,---,KANPUR,KANNAUJ,"["" THE ELECTRICITY ACT"","" 2003-138""]",---,2017-08-12T12:30:00.000Z,8,2017,7
ObjectId(5c7dd1fd9164b2149b4f90ae),571/2016,31825006160571,BAHJOI,MORADABAD,---,BAREILLY,SAMBHAL,"["" PREVENTION OF COW SLAUGHTER ACT"","" U.P.-3/5A/8"","" IPC 1860-420"","" THE PREVENTION OF CURELTY TO ANIMALS ACT"","" 1960-11""]",---,2016-08-30T13:00:00.000Z,8,2016,3
ObjectId(5c7dd2499164b2149b5ed488),493/2016,31656030160493,KISHNI,AGRA,79.2498,AGRA,MAINPURI,"["" IPC 1860-302""]",27.021,2016-10-26T20:10:00.000Z,10,2016,4
ObjectId(5c7dd2209164b2149b568e1a),758/2018,31630006180758,BARADARI,BAREILLY,79.44510-द,BAREILLY,BAREILLY,"["" IPC 1860-452"","" IPC 1860-323"","" IPC 1860-504"","" IPC 1860-506"","" IPC 1860-376""]",28.37452-अ,2018-06-19T01:21:00.000Z,6,2018,3
ObjectId(5c7dd1e59164b2149b4acbde),2668/2017,31670038172668,SINDHAULI,BAREILLY,-,BAREILLY,SHAHJAHANPUR,"["" THE U.P. EXCISE ACT-60""]",-,2017-12-23T22:52:00.000Z,12,2017,7
ObjectId(5c7dd2449164b2149b5dc0ba),491/2017,31655011170491,CHOWK,LUCKNOW,-,LUCKNOW,LUCKNOW,"["" THE PUBLIC GAMBLING ACT"","" 1867"","" 3 OF 1867-13""]",-,2017-10-10T02:30:00.000Z,10,2017,3
ObjectId(5c7dd1fe9164b2149b4fb38a),316/2018,31831001180316,PILKHUWA,MEERUT,28.7130661-n,MEERUT,HAPUR,"["" THE ELECTRICITY ACT"","" 2003-135""]",77.6693608-e,2018-06-30T02:29:04.000Z,6,2018,7
ObjectId(5c7dd2409164b2149b5d1841),121/2016,31653076160121,GWALTOLI,KANPUR,80.3295,KANPUR,KANPUR CITY,"["" IPC 1860-392"","" IPC 1860-411""]",26.4828,2016-06-06T19:45:00.000Z,6,2016,2
